,species,refseq_id,name,description,assembly_name,assembly_level,plasmid,hit_num,Full,A1_count,A2_count,Chitinase_count,Classification,TcB_count,TcC_count,TcdA1_count,all_hits
21,Pseudomonas sp.,GCF_007828175.1,VIUC01,VIUC01,ASM782817v1,Scaffold,False,13,True,4.0,2.0,0.0,"['Multiple', 'Type2b']",2.0,5.0,2.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded
22,Pseudomonas sp.,GCF_000282195.1,AKJT01,AKJT01,Pseudomonas.strGM18_v1.0,Contig,False,14,True,4.0,2.0,0.0,"['Multiple', 'Type2b']",2.0,6.0,2.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded
23,Pseudomonas sp.,GCF_900110765.1,FOEO01,FOEO01,IMG-taxon 2599185307 annotated assembly,Scaffold,False,15,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,11.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
24,Pseudomonas sp.,GCF_001320245.1,BCBA01,BCBA01,ASM132024v1,Contig,False,13,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,9.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
25,Pseudomonas sp.,GCF_009600325.1,WIVZ01,WIVZ01,ASM960032v1,Contig,False,9,True,3.0,2.0,0.0,"['Multiple', 'Type2b']",2.0,2.0,2.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded TcdA1_expanded
26,Pseudomonas sp.,GCF_004310295.1,SISB01,SISB01,ASM431029v1,Contig,False,17,True,5.0,2.0,0.0,"['Multiple', 'Type2b']",2.0,8.0,3.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded
27,Pseudomonas sp.,GCF_007828275.1,VIUI01,VIUI01,ASM782827v1,Scaffold,False,12,True,4.0,2.0,0.0,"['Multiple', 'Type2b']",2.0,4.0,2.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded
28,Pseudomonas sp.,GCF_001702295.1,MBDT01,MBDT01,ASM170229v1,Contig,False,5,True,2.0,1.0,0.0,"['Single', 'Type2b', 'Simple']",1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded A1_expanded TcdA1_expanded
29,Pseudomonas sp.,GCF_009600165.1,WIWK01,WIWK01,ASM960016v1,Contig,False,17,True,6.0,3.0,0.0,"['Multiple', 'Type2b']",2.0,6.0,4.0,TcB_expanded TcB_expanded A2_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded
30,Pseudomonas sp.,GCF_007828495.1,VIUL01,VIUL01,ASM782849v1,Scaffold,False,13,True,4.0,2.0,0.0,"['Multiple', 'Type2b']",2.0,5.0,2.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded
31,Pseudomonas sp.,GCF_009295765.1,WHJD01,WHJD01,ASM929576v1,Contig,False,9,True,3.0,2.0,0.0,"['Multiple', 'Type2b']",1.0,3.0,2.0,TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded TcdA1_expanded
32,Pseudomonas sp.,GCF_003231275.1,QKVL01,QKVL01,ASM323127v1,Contig,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,3.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
33,Pseudomonas sp.,GCF_006227205.1,VCNG01,VCNG01,ASM622720v1,Scaffold,False,16,True,7.0,3.0,0.0,"['Multiple', 'Type2b']",3.0,3.0,4.0,TcB_expanded TcB_expanded TcB_expanded A2_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded
34,Pseudomonas sp.,GCF_900107395.1,FNPW01,FNPW01,IMG-taxon 2600254931 annotated assembly,Scaffold,False,12,True,4.0,2.0,0.0,"['Multiple', 'Type3']",3.0,3.0,2.0,TcB_expanded TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded
35,Pseudomonas sp.,GCF_002812565.2,NZ_CP025035.2,"NZ_CP025035.2 Pseudomonas sp. SGAir0191 chromosome, complete genome",ASM281256v2,Complete Genome,False,3,False,2.0,1.0,0.0,"['Single', 'Incomplete', 'Simple']",0.0,0.0,1.0,A2_expanded A1_expanded TcdA1_expanded
36,Pseudomonas sp.,GCF_001280445.1,LIUV01,LIUV01,ASM128044v1,Scaffold,False,6,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,2.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
37,Pseudomonas sp.,GCF_900005815.1,CVTM01,CVTM01,PSEFL294_LIB5403,Scaffold,False,6,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,2.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
38,Pseudomonas sp.,GCF_008370045.1,VOBN01,VOBN01,ASM837004v1,Contig,False,6,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,2.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
39,Pseudomonas sp.,GCF_900156465.1,NZ_LT707064.1,NZ_LT707064.1 Pseudomonas sp. 7SR1 chromosome I,IMG-taxon 2681812917 annotated assembly,Chromosome,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,3.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
40,Pseudomonas sp.,GCF_002843605.1,NZ_CP025263.1,NZ_CP025263.1 Pseudomonas sp. S09G 359 chromosome,ASM284360v1,Chromosome,False,5,True,2.0,1.0,0.0,"['Single', 'Type2b', 'Simple']",1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded A1_expanded TcdA1_expanded
41,Pseudomonas sp.,GCF_009650575.1,VZZS01,VZZS01,ASM965057v1,Contig,False,13,True,4.0,2.0,0.0,"['Multiple', 'Type2b']",1.0,6.0,2.0,TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded
42,Pseudomonas sp.,GCF_000282435.1,AKJH01,AKJH01,GM67.fsa,Contig,False,12,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,8.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
43,Pseudomonas sp.,GCF_007828295.1,VIUK01,VIUK01,ASM782829v1,Scaffold,False,15,True,3.0,1.0,0.0,"['Multiple', 'Type2b']",1.0,10.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded
44,Pseudomonas sp.,GCF_004321495.1,RCOE01,RCOE01,ASM432149v1,Scaffold,False,11,True,3.0,1.0,0.0,"['Multiple', 'Type2b']",1.0,6.0,2.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded TcdA1_expanded
45,Pseudomonas sp.,GCF_000633255.1,AYMJ01,AYMJ01,ASM63325v1,Contig,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,3.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
46,Pseudomonas sp.,GCF_008369325.1,VOBI01,VOBI01,ASM836932v1,Contig,False,9,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,5.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
47,Pseudomonas sp.,GCF_000282375.1,AKJK01,AKJK01,Pseudomonas.strGM50_v1.0,Contig,False,9,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,5.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
48,Pseudomonas sp.,GCF_901007645.1,CAAKGZ01,CAAKGZ01,RSAGOLDFG,Contig,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,3.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
49,Pseudomonas sp.,GCF_002723595.1,LKBR01,LKBR01,ASM272359v1,Scaffold,False,5,True,2.0,1.0,0.0,"['Single', 'Type2b', 'Simple']",1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded A1_expanded TcdA1_expanded
50,Pseudomonas sp.,GCF_003851685.1,NZ_CP027727.1,"NZ_CP027727.1 Pseudomonas sp. R5-89-07 chromosome, complete genome",ASM385168v1,Complete Genome,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,3.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
51,Pseudomonas sp.,GCF_009600185.1,WIWM01,WIWM01,ASM960018v1,Contig,False,10,True,3.0,1.0,0.0,"['Multiple', 'Type2b']",1.0,5.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded
52,Pseudomonas sp.,GCF_900110195.1,FOCU01,FOCU01,IMG-taxon 2609459675 annotated assembly,Scaffold,False,6,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,2.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
53,Pseudomonas sp.,GCF_000282335.1,AKJM01,AKJM01,Pseudomonas.strGM48_v1.0,Contig,False,10,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,6.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
54,Pseudomonas sp.,GCF_007993905.1,VIUJ01,VIUJ01,ASM799390v1,Scaffold,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,3.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
55,Pseudomonas sp.,GCF_001424925.1,LMCV01,LMCV01,Root329,Scaffold,False,6,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,2.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
56,Pseudomonas sp.,GCF_009600385.1,WIWB01,WIWB01,ASM960038v1,Contig,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",2.0,2.0,1.0,TcB_expanded TcB_expanded A2_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
57,Pseudomonas sp.,GCF_004519305.1,SOZA01,SOZA01,ASM451930v1,Contig,False,6,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,2.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
58,Pseudomonas sp.,GCF_009600285.1,WIWE01,WIWE01,ASM960028v1,Contig,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",2.0,2.0,1.0,TcB_expanded TcB_expanded A2_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
59,Pseudomonas sp.,GCF_002591235.1,NZ_CP023969.1,"NZ_CP023969.1 Pseudomonas sp. FDAARGOS_380 chromosome, complete genome",ASM259123v1,Complete Genome,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,3.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
60,Pseudomonas sp.,GCF_002966775.1,NZ_CP023269.1,"NZ_CP023269.1 Pseudomonas sp. MYb193 chromosome, complete genome",ASM296677v1,Complete Genome,False,13,True,5.0,2.0,0.0,"['Multiple', 'Type2b']",2.0,4.0,3.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded
61,Pseudomonas sp.,GCF_003290225.1,NZ_CP029983.1,"NZ_CP029983.1 Pseudomonas sp. LG1E9 chromosome, complete genome",ASM329022v1,Complete Genome,False,5,True,2.0,1.0,0.0,"['Single', 'Type2b', 'Simple']",1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded A1_expanded TcdA1_expanded
62,Pseudomonas sp.,GCF_004124275.1,NZ_CP027218.1,"NZ_CP027218.1 Pseudomonas sp. DTU12.3 chromosome, complete genome",ASM412427v1,Complete Genome,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,3.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
63,Pseudomonas sp.,GCF_000282515.1,AKJD01,AKJD01,GM80.fsa,Contig,False,4,False,2.0,1.0,0.0,"['Single', 'Incomplete', 'Simple']",0.0,1.0,1.0,A2_expanded TcC_expanded A1_expanded TcdA1_expanded
64,Pseudomonas sp.,GCF_002286815.1,MUNM01,MUNM01,ASM228681v1,Contig,False,6,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,2.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
65,Pseudomonas sp.,GCF_009827115.1,NZ_CP043060.1,"NZ_CP043060.1 Pseudomonas sp. J380 chromosome, complete genome",ASM982711v1,Complete Genome,False,12,True,5.0,2.0,0.0,"['Multiple', 'Type2b']",2.0,3.0,3.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded
66,Pseudomonas sp.,GCF_009650555.1,VZZR01,VZZR01,ASM965055v1,Contig,False,3,False,2.0,1.0,0.0,"['Single', 'Incomplete', 'Simple']",0.0,0.0,1.0,A2_expanded A1_expanded TcdA1_expanded
67,Pseudomonas sp.,GCF_003050925.1,QAOV01,QAOV01,ASM305092v1,Scaffold,False,10,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,6.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
68,Pseudomonas sp.,GCF_002269425.1,NZ_CP022960.1,NZ_CP022960.1 Pseudomonas sp. NS1(2017) strain NS1 chromosome,ASM226942v1,Chromosome,False,5,True,2.0,1.0,0.0,"['Single', 'Type2b', 'Simple']",1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded A1_expanded TcdA1_expanded
69,Pseudomonas sp.,GCF_007293365.1,VAUR01,VAUR01,ASM729336v1,Contig,False,17,True,5.0,2.0,0.0,"['Multiple', 'Type2b']",2.0,8.0,3.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded
70,Pseudomonas sp.,GCF_009648855.1,NZ_CP045767.1,"NZ_CP045767.1 Pseudomonas sp. CFSAN084952 chromosome, complete genome",ASM964885v1,Complete Genome,False,5,True,2.0,1.0,0.0,"['Single', 'Type2b', 'Simple']",1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded A1_expanded TcdA1_expanded
71,Pseudomonas sp.,GCF_002836515.1,PJBC01,PJBC01,ASM283651v1,Contig,False,7,True,3.0,2.0,0.0,"['Multiple', 'Type2b']",1.0,1.0,2.0,TcB_expanded A2_expanded A2_expanded TcC_expanded A1_expanded TcdA1_expanded TcdA1_expanded
72,Pseudomonas sp.,GCF_003208235.1,QKLY01,QKLY01,ASM320823v1,Scaffold,False,5,True,2.0,1.0,0.0,"['Single', 'Type2b', 'Simple']",1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded A1_expanded TcdA1_expanded
73,Pseudomonas sp.,GCF_012985375.1,JAAQWH01,JAAQWH01,ASM1298537v1,Contig,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,3.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
74,Pseudomonas sp.,GCF_000282215.1,AKJS01,AKJS01,Pseudomonas.strGM21_v1.0,Contig,False,7,True,2.0,1.0,0.0,"['Single', 'Type2b']",1.0,3.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded
75,Pseudomonas sp.,GCF_000690905.1,JMCL01,JMCL01,Pseudomonas sp. Ant30-3,Contig,False,29,True,5.0,2.0,0.0,"['Multiple', 'Type2b']",2.0,20.0,3.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded
76,Pseudomonas sp.,GCF_007713465.1,VMSG01,VMSG01,ASM771346v1,Scaffold,False,18,True,6.0,2.0,1.0,"['Multiple', 'Type2b']",2.0,7.0,4.0,TcB_expanded TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded A1_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded
77,Pseudomonas sp.,GCF_004364435.1,SOCT01,SOCT01,ASM436443v1,Scaffold,False,6,False,4.0,2.0,0.0,"['Multiple', 'Incomplete']",0.0,0.0,2.0,A2_expanded A2_expanded A1_expanded A1_expanded TcdA1_expanded TcdA1_expanded
78,Pseudomonas sp.,GCF_006094435.1,NZ_CP034780.1,"NZ_CP034780.1 Pseudomonas sp. MPC6 plasmid pMPC6-4K, complete sequence",ASM609443v1,Complete Genome,True,0,False,0.0,0.0,0.0,"['Single', 'Incomplete', 'Simple']",0.0,0.0,0.0,
79,Pseudomonas sp.,GCF_006094435.1,NZ_CP034781.1,"NZ_CP034781.1 Pseudomonas sp. MPC6 plasmid pMPC6-47K, complete sequence",ASM609443v1,Complete Genome,True,0,False,0.0,0.0,0.0,"['Single', 'Incomplete', 'Simple']",0.0,0.0,0.0,
80,Pseudomonas sp.,GCF_006094435.1,NZ_CP034782.1,"NZ_CP034782.1 Pseudomonas sp. MPC6 plasmid pMPC6-328K, complete sequence",ASM609443v1,Complete Genome,True,0,False,0.0,0.0,0.0,"['Single', 'Incomplete', 'Simple']",0.0,0.0,0.0,
81,Pseudomonas sp.,GCF_006094435.1,NZ_CP034783.1,"NZ_CP034783.1 Pseudomonas sp. MPC6 chromosome, complete genome",ASM609443v1,Complete Genome,False,4,True,1.0,1.0,0.0,"['Single', 'Type3', 'Simple']",1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
82,Pseudomonas sp.,GCF_009495975.1,WIBD01,WIBD01,ASM949597v1,Scaffold,False,17,True,3.0,2.0,0.0,"['Multiple', 'Type2b']",1.0,11.0,2.0,TcB_expanded A2_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded A1_expanded TcdA1_expanded TcdA1_expanded
